SUCURSAL,STATUS_SOLICITUD,PRODUCTO,APROBACION_TC,TIPO_CTE,LINEA_CREDITO_FINAL,MESES_VENCIDOS,SALDO_CUENTA,CAPACIDAD_TC,INGRESO_INFERIDO,COMPROBANTE_INGRESOS,SEGMENTO_CLIENTE,CLIENTE_CDE,SUMA_LINEAS_REVOLVENTES,NIVEL_RIESGO,CAPACIDAD_PAGO_TOTAL,SOLICITUDES_RECHAZADAS,SCORE_CLIENTE,SCORE_COMPORTAMIENTO,SUMA_SALDOS_TARJETAS,SUMA_PAGO_MIN_TARJETAS,NUM_CREDITOS,EDAD,TIPO_VIVIENDA,ESCOLARIDAD,TIENE_CUENTA,TARGET_APROBADO,TARGET_PRODUCTO,FLAG_INGRESO_CERO,FLAG_SIN_SCORE_COMP,TIENE_TARJETAS,TIENE_LINEAS_REV,RATIO_SALDO_LINEA,RATIO_DEUDA_INGRESO,RATIO_PAGO_INGRESO,RATIO_REVOLVENTE_INGRESO,SCORE_COMBINADO,EDAD_GRUPO_ORD,SEGMENTO_ORD,ESCOLARIDAD_ORD,NIVEL_RIESGO_ORD,MESES_VENCIDOS_ORD,VIVIENDA_ORD,CLIENTE_BANCO_BIN,COMPROBANTE_INGRESOS_DECLARACION ANUAL,COMPROBANTE_INGRESOS_INVERSIONES,COMPROBANTE_INGRESOS_RECIBO DE NOMINA,COMPROBANTE_INGRESOS_SIN COMPROBANTE,TIPO_CTE_BUENO,TIPO_CTE_MALO,TIPO_CTE_REGULAR,SCORE_CLIENTE_STD,SCORE_COMPORTAMIENTO_STD,SUMA_LINEAS_REVOLVENTES_STD,SUMA_SALDOS_TARJETAS_STD,SUMA_PAGO_MIN_TARJETAS_STD,SOLICITUDES_RECHAZADAS_STD,INGRESO_INFERIDO_STD,RATIO_DEUDA_INGRESO_STD,RATIO_PAGO_INGRESO_STD,RATIO_REVOLVENTE_INGRESO_STD,EDAD_MM,CAPACIDAD_PAGO_TOTAL_MM,CAPACIDAD_TC_MM
105,APROBADA,CLASICA,APROBADO,BUENO,9899.0,2,5444.0,45.0,43090.0,RECIBO DE NOMINA,MEDIO_A,CLIENTE_BANCO,51000,BAJO,0.55,0,213,748,26644,1120,0,29,RENTA,PREPARATORIA,1,1,0.0,0,0,1,1,0.5499545408627134,0.6183337201206777,0.02599210953817591,1.1835692736133674,0.7626731963688486,0,2,2,0,3,1,1,0,0,1,0,1,0,0,1.202113864900847,1.4644069729123415,1.195786156586908,1.700842416932513,0.2635544038466863,-1.0863226406669884,2.327057167691773,1.768141460567146,0.6861488559684558,0.7176047068099488,0.11428571428571421,0.45833333333333337,0.6190476190476191
106,APROBADA,CLASICA,APROBADO,BUENO,9899.0,2,6731.0,32.0,28766.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,8300,BAJO,0.68,0,225,727,6432,330,0,49,FAMILIARES,LICENCIATURA,1,1,0.0,0,0,1,1,0.679967673502374,0.22359730237085448,0.01147187652089272,0.28853507613154417,0.7784758719541328,2,2,3,0,3,0,1,0,1,0,0,1,0,0,1.3974895636820686,1.403681660640761,-0.056077004501092174,0.19656366365207542,-0.0076284102661646975,-1.0863226406669884,1.3893680721832486,0.49796872446986606,0.23879133884874715,-0.0111808776154648,0.6857142857142856,0.5666666666666668,0.49523809523809526
106,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,0,1782.0,82.0,38747.0,INVERSIONES,ALTO_A,CLIENTE_BANCO,50000,BAJO,0.18,0,234,740,708,630,0,42,PROPIA,PREPARATORIA,1,1,0.0,0,0,1,1,0.18001818365491465,0.018272382377990556,0.01625932330244922,1.2904224843213667,0.8081850215002389,1,4,2,0,1,3,1,0,1,0,0,0,0,1,1.5440213377679848,1.441273520618406,1.1664685181539336,-0.2294452213557033,0.0953524052197281,-1.0863226406669884,2.0427522429644958,-0.16272054484802134,0.3862889928458026,0.8046104098687336,0.48571428571428565,0.15,0.9714285714285715
107,APROBADA,CLASICA,APROBADO,BUENO,9899.0,1,8414.0,15.0,49469.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,9500,BAJO,0.85,0,171,710,7353,310,0,55,FAMILIARES,LICENCIATURA,1,1,0.0,0,0,1,1,0.8499848469542378,0.14863854130869839,0.00626655076916857,0.19203945905516587,0.6381091734352604,3,2,3,0,2,0,1,0,1,0,0,1,0,0,0.518298919166571,1.354523074516148,-0.02089583838152309,0.26510911842009854,-0.014493797965224217,-1.0863226406669884,2.7446443458716723,0.2567683427682624,0.07841914638331951,-0.08975286389638841,0.8571428571428571,0.7083333333333334,0.33333333333333337
107,APROBADA,CLASICA,APROBADO,BUENO,9899.0,2,10196.0,-3.0,54021.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,50000,BAJO,1.03,0,228,740,1981,630,0,38,RENTA,PREPARATORIA,1,1,0.0,0,0,1,1,1.0300030306091525,0.036670924270191224,0.011662131393347031,0.9255659835989708,0.793761944577162,1,2,2,0,3,1,1,0,1,0,0,1,0,0,1.446333488377374,1.441273520618406,1.1664685181539336,-0.13470215521054216,0.0953524052197281,-1.0863226406669884,3.042630995044725,-0.1035181879217648,0.24465294914520588,0.5075243780070484,0.37142857142857133,0.8583333333333334,0.1619047619047619
107,APROBADA,CLASICA,APROBADO,BUENO,9899.0,0,5048.0,49.0,19833.0,INVERSIONES,MEDIO_A,NO_CLIENTE,0,BAJO,0.51,0,242,759,0,0,0,55,RENTA,POSGRADO,1,1,0.0,0,0,0,0,0.5099505000505101,0.0,0.0,0.0,0.839217032967033,3,2,4,0,1,1,0,0,1,0,0,1,0,0,1.6742718036221327,1.4962154698165027,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,0.8045889120200505,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.8571428571428571,0.42500000000000004,0.6571428571428573
108,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,0,1980.0,80.0,21437.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,20000,BAJO,0.2,0,229,727,13784,700,0,56,PROPIA,LICENCIATURA,1,1,0.0,0,0,1,1,0.20002020406101625,0.643000419834865,0.03265382282968699,0.9329663665624854,0.7880912565695175,3,2,3,0,1,3,1,0,1,0,0,0,0,1,1.4626147966091425,1.403681660640761,0.2869393651647064,0.7437365012791176,0.11938126216643642,-1.0863226406669884,0.9095912374316445,1.8475133352096227,0.8913912590556868,0.5135501728182533,0.8857142857142856,0.16666666666666669,0.9523809523809524
108,APROBADA,CLASICA,APROBADO,BUENO,9899.0,1,9899.0,0.0,39910.0,RECIBO DE NOMINA,ALTO_A,CLIENTE_BANCO,34000,BAJO,1.0,0,236,720,0,0,0,35,HIPOTECA,PREPARATORIA,1,1,0.0,0,0,0,1,1.0,0.0,0.0,0.851916812828865,0.800570353559484,1,4,2,0,2,2,1,0,0,1,0,1,0,0,1.5765839542315219,1.3834398898835674,0.6973863032263458,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,2.1188854751675406,-0.22151694892031418,-0.11464859499955123,0.44755521245655705,0.2857142857142857,0.8333333333333334,0.1904761904761905
109,APROBADA,CLASICA,APROBADO,BUENO,9899.0,0,7325.0,26.0,17646.0,RECIBO DE NOMINA,MEDIO_B,CLIENTE_BANCO,0,BAJO,0.74,0,215,736,0,0,0,35,HIPOTECA,POSGRADO,1,1,0.0,0,0,0,0,0.7399737347206788,0.0,0.0,0.0,0.7600274725274725,1,1,4,0,1,2,1,0,0,1,0,1,0,0,1.2346764813643838,1.4297067944714383,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,0.6614217763123471,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.2857142857142857,0.6166666666666667,0.4380952380952381
110,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,0,1980.0,80.0,17668.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,15000,BAJO,0.2,0,233,723,1899,0,0,49,FAMILIARES,POSGRADO,1,1,0.0,0,0,1,1,0.20002020406101625,0.10748245415440344,0.0,0.8489925288657459,0.7952221691352126,2,2,4,0,1,0,1,0,1,0,0,0,0,1,1.5277400295362165,1.3921149344937933,0.1403511729998352,-0.14080500786089817,-0.12090730730064678,-1.0863226406669884,0.662861957832955,0.12433733950329356,-0.11464859499955123,0.4451741012061896,0.6857142857142856,0.16666666666666669,0.9523809523809524
110,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,1,2079.0,79.0,41049.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,20900,BAJO,0.21,0,250,734,0,0,0,28,RENTA,PREPARATORIA,1,1,0.0,0,0,0,1,0.21002121426406709,0.0,0.0,0.5091476040829253,0.8429198518872432,0,2,2,0,2,1,1,0,1,0,0,0,0,1,1.8045222694762804,1.4239234313979545,0.3133252397543832,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,2.1934476002571945,-0.22151694892031418,-0.11464859499955123,0.1684538565287357,0.08571428571428563,0.175,0.942857142857143
110,APROBADA,CLASICA,APROBADO,BUENO,9899.0,1,6632.0,33.0,38664.0,RECIBO DE NOMINA,MEDIO_A,CLIENTE_BANCO,0,BAJO,0.67,0,252,753,0,0,0,25,RENTA,POSGRADO,1,1,0.0,0,0,0,0,0.6699666632993232,0.0,0.0,0.0,0.8595287864309603,0,2,4,0,2,1,1,0,0,1,0,1,0,0,1.8370848859398174,1.4788653805960512,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,2.03731883086402,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.0,0.5583333333333333,0.5047619047619049
111,APROBADA,CLASICA,APROBADO,BUENO,9899.0,1,5444.0,45.0,3259.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,12500,BAJO,0.55,0,216,767,0,0,0,58,FAMILIARES,PREPARATORIA,1,1,0.0,0,0,0,1,0.5499545408627134,0.0,0.0,3.8355323718932186,0.7816859770664119,3,2,2,0,2,0,1,0,1,0,0,1,0,0,1.2509577895961523,1.5193489221104381,0.06705707691739962,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.28039147536882725,-0.22151694892031418,-0.11464859499955123,2.8769774792606486,0.9428571428571427,0.45833333333333337,0.6190476190476191
111,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,0,3267.0,67.0,32639.0,RECIBO DE NOMINA,MEDIO_A,CLIENTE_BANCO,17600,BAJO,0.33,0,217,740,14130,250,0,42,HIPOTECA,POSGRADO,1,1,0.0,0,0,1,1,0.33003333670067686,0.43291767517387175,0.007659548393026747,0.539232206869083,0.7673196368848543,1,2,4,0,1,2,1,0,0,1,0,0,0,1,1.2672390978279209,1.441273520618406,0.21657703292556824,0.7694875624623272,-0.03508996106240277,-1.0863226406669884,1.64290548260663,1.1715144595193658,0.12133636111541793,0.1929503784330417,0.48571428571428565,0.275,0.8285714285714286
111,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,1,1980.0,80.0,19171.0,INVERSIONES,ALTO_A,CLIENTE_BANCO,9600,BAJO,0.2,0,248,800,0,0,0,45,RENTA,LICENCIATURA,1,1,0.0,0,0,0,1,0.20002020406101625,0.0,0.0,0.500756350738094,0.8791059483994266,2,4,3,0,2,1,1,0,1,0,0,0,0,1,1.7719596530127435,1.6147744128229218,-0.017964074538225665,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,0.761252540809031,-0.22151694892031418,-0.11464859499955123,0.16162124109328052,0.5714285714285713,0.16666666666666669,0.9523809523809524
112,APROBADA,CLASICA,APROBADO,BUENO,9899.0,2,7325.0,26.0,46986.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,82500,BAJO,0.74,0,211,744,5389,0,0,30,RENTA,LICENCIATURA,1,1,0.0,0,0,1,1,0.7399737347206788,0.11469373856042225,0.0,1.7558421657515004,0.7553810320114668,0,2,3,0,3,1,1,0,1,0,0,1,0,0,1.16955124843731,1.4528402467653738,2.1192917672255964,0.11893835494083972,-0.12090730730064678,-1.0863226406669884,2.582100222432153,0.14754162578876556,-0.11464859499955123,1.1835804598271187,0.1428571428571428,0.6166666666666667,0.4380952380952381
112,APROBADA,CLASICA,APROBADO,BUENO,9899.0,2,9404.0,5.0,79823.9599999994,INVERSIONES,MEDIO_A,CLIENTE_BANCO,86500,BAJO,0.95,0,215,713,46592,2780,0,43,PROPIA,LICENCIATURA,1,1,0.0,0,0,1,1,0.9499949489847459,0.58368439751674,0.03482663601254587,1.083634537800438,0.7457417582417583,1,2,3,0,3,3,1,0,1,0,0,1,0,0,1.2346764813643838,1.363198119126374,2.2365623209574936,3.1854729616800967,0.8333815828686264,-1.0863226406669884,4.731764911816721,1.656647757638388,0.9583340078043974,0.636232402769796,0.5142857142857141,0.7916666666666666,0.2380952380952381
112,APROBADA,CLASICA,APROBADO,BUENO,9899.0,2,7820.0,21.0,52224.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,16500,BAJO,0.79,0,216,740,2187,250,0,55,FAMILIARES,PREPARATORIA,1,1,0.0,0,0,1,1,0.7899787857359329,0.04187729779411765,0.004787071078431373,0.31594669117647056,0.7649157907310081,3,2,2,0,3,0,1,0,1,0,0,1,0,0,1.2509577895961523,1.441273520618406,0.18432763064929658,-0.1193705985523307,-0.03508996106240277,-1.0863226406669884,2.924994349929616,-0.08676525252825049,0.03283748386527105,0.011139152107161357,0.8571428571428571,0.6583333333333334,0.39047619047619053
112,APROBADA,CLASICA,APROBADO,BUENO,9899.0,1,4356.0,56.0,28977.0,INVERSIONES,ALTO_B,CLIENTE_BANCO,3000,BAJO,0.44,0,227,751,0,0,0,41,HIPOTECA,POSGRADO,1,1,0.0,0,0,0,1,0.4400444489342358,0.0,0.0,0.10353038616834041,0.7981903965599617,1,3,4,0,2,2,1,0,1,0,0,1,0,0,1.4300521801456054,1.4730820175225672,-0.21146048819585564,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,1.4031807222218062,-0.22151694892031418,-0.11464859499955123,-0.16182177097531217,0.4571428571428572,0.3666666666666667,0.7238095238095239
112,APROBADA,CLASICA,APROBADO,BUENO,9899.0,1,5939.0,40.0,49977.0,RECIBO DE NOMINA,MEDIO_A,CLIENTE_BANCO,18000,BAJO,0.6,0,232,706,10936,650,0,59,PROPIA,LICENCIATURA,1,1,0.0,0,0,1,1,0.5999595918779674,0.21882065750245114,0.01300598275206595,0.3601656762110571,0.7822593167701863,3,2,3,0,2,3,1,0,0,1,0,1,0,0,1.511458721304448,1.3429563483691804,0.22830408829875792,0.5317740092277281,0.10221779291878762,-1.0863226406669884,2.777899446438436,0.4825985589390278,0.2860560042131835,0.047144657753535546,0.9714285714285714,0.5,0.5714285714285715
112,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,1,3267.0,67.0,44841.0,RECIBO DE NOMINA,MEDIO_A,CLIENTE_BANCO,15000,BAJO,0.33,0,236,723,2905,0,0,53,RENTA,PREPARATORIA,1,1,0.0,0,0,1,1,0.33003333670067686,0.0647844606498517,0.0,0.33451528734863184,0.8024337075967511,2,2,2,0,2,1,1,0,0,1,0,0,0,1,1.5765839542315219,1.3921149344937933,0.1403511729998352,-0.06593342534555482,-0.12090730730064678,-1.0863226406669884,2.4416825241728835,-0.013055170528331604,-0.11464859499955123,0.026258714299714207,0.7999999999999999,0.275,0.8285714285714286
112,APROBADA,CLASICA,APROBADO,BUENO,9899.0,0,8414.0,15.0,16336.0,INVERSIONES,ALTO_A,CLIENTE_BANCO,15000,BAJO,0.85,0,271,723,2595,250,0,35,RENTA,PREPARATORIA,1,1,0.0,0,0,1,1,0.8499848469542378,0.15885161606268364,0.01530362389813908,0.9182174338883448,0.8865683229813665,1,4,2,0,1,1,1,0,1,0,0,1,0,0,2.146429742343418,1.3921149344937933,0.1403511729998352,-0.08900518536519343,-0.03508996106240277,-1.0863226406669884,0.5756655130397859,0.28963171316155895,0.35684460912853877,0.5015407886530265,0.2857142857142857,0.7083333333333334,0.33333333333333337
113,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,0,8018.0,19.0,28488.0,RECIBO DE NOMINA,MEDIO_A,CLIENTE_BANCO,6300,MEDIO,0.81,0,205,694,5971,370,0,27,FAMILIARES,LICENCIATURA,1,1,0.0,0,0,1,1,0.8099808061420346,0.20959702330805954,0.012987924740241505,0.22114574557708508,0.7099020544672718,0,2,3,1,1,0,1,0,0,1,0,0,0,1,1.071863399046699,1.3082561699282773,-0.11471228136704065,0.16225372375190317,0.006102365131954342,-1.0863226406669884,1.371169414786476,0.45291898503947453,0.2854996503775194,-0.0660529403705488,0.05714285714285705,0.675,0.37142857142857144
114,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,0,1980.0,80.0,13669.0,RECIBO DE NOMINA,ALTO_B,NO_CLIENTE,0,BAJO,0.2,0,228,790,0,0,0,50,HIPOTECA,LICENCIATURA,1,1,0.0,0,0,0,0,0.20002020406101625,0.0,0.0,0.0,0.8248178451982799,2,3,3,0,1,2,0,0,0,1,0,0,0,1,1.446333488377374,1.5858575974555025,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,0.4010762350642738,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.7142857142857143,0.16666666666666669,0.9523809523809524
114,APROBADA,CLASICA,APROBADO,BUENO,9899.0,0,6236.0,37.0,30361.0,INVERSIONES,ALTO_A,CLIENTE_BANCO,16500,BAJO,0.63,0,241,706,6865,0,0,41,PROPIA,LICENCIATURA,1,1,0.0,0,0,1,1,0.6299626224871199,0.22611244688910115,0.0,0.5434603603306873,0.8038939321548018,1,4,3,0,1,3,1,0,1,0,0,1,0,0,1.6579904953903641,1.3429563483691804,0.18432763064929658,0.22878970264724807,-0.12090730730064678,-1.0863226406669884,1.4937812324273212,0.5060618920894957,-0.11464859499955123,0.19639317123383657,0.4571428571428572,0.525,0.5428571428571429
115,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,0,3168.0,68.0,10838.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,20000,BAJO,0.32,0,220,740,6962,320,0,53,FAMILIARES,POSGRADO,1,1,0.0,0,0,1,1,0.32003232649762603,0.6423694408562466,0.02952574275696623,1.8453589223103894,0.7745311753463927,2,2,4,0,1,0,1,0,1,0,0,0,0,1,1.3160830225232263,1.441273520618406,0.2869393651647064,0.23600893078242532,-0.011061104115694458,-1.0863226406669884,0.21575105848059378,1.845482987211178,0.7950174520363126,1.2564698778272196,0.7999999999999999,0.26666666666666666,0.8380952380952381
115,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,0,2475.0,75.0,8963.0,DECLARACION ANUAL,MEDIO_A,CLIENTE_BANCO,5000,BAJO,0.25,0,228,757,3965,250,0,42,FAMILIARES,LICENCIATURA,1,1,0.0,0,0,1,1,0.2500252550762703,0.4423742050652683,0.027892446725426755,0.5578489345085351,0.8043209507883421,1,2,3,0,1,0,1,1,0,0,0,0,0,1,1.446333488377374,1.4904321067430188,-0.15282521132990717,0.012957108915144944,-0.03508996106240277,-1.0863226406669884,0.09300831524696608,1.2019434392284372,0.744696823123452,0.2081091318873558,0.48571428571428565,0.20833333333333334,0.9047619047619048
115,APROBADA,CLASICA,APROBADO,BUENO,9899.0,1,4455.0,55.0,16589.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,3000,BAJO,0.45,0,238,723,2086,250,0,26,HIPOTECA,PREPARATORIA,1,1,0.0,0,0,1,1,0.4500454591372866,0.12574597624932185,0.015070227259027066,0.1808427271083248,0.8072413999044434,0,2,2,0,2,2,1,0,1,0,0,1,0,0,1.6091465706950587,1.3921149344937933,-0.21146048819585564,-0.1268875268167936,-0.03508996106240277,-1.0863226406669884,0.5922276005267767,0.18310523318362282,0.34965383327439403,-0.09886985278741788,0.02857142857142858,0.375,0.7142857142857143
117,APROBADA,CLASICA,APROBADO,BUENO,9899.0,2,6731.0,32.0,40089.0,RECIBO DE NOMINA,MEDIO_A,CLIENTE_BANCO,15700,BAJO,0.68,0,211,706,8998,510,0,29,FAMILIARES,LICENCIATURA,1,1,0.0,0,0,1,1,0.679967673502374,0.22445059742073886,0.0127216942303375,0.3916286263064681,0.7317785475394172,0,2,3,0,3,0,1,0,0,1,0,1,0,0,1.16955124843731,1.3429563483691804,0.16087351990291718,0.38753829658882605,0.054160079025370976,-1.0863226406669884,2.1306033157215776,0.5007144354290632,0.2772972875262892,0.07276350509763091,0.11428571428571421,0.5666666666666668,0.49523809523809526
117,APROBADA,CLASICA,APROBADO,BUENO,9899.0,1,10097.0,-2.0,23316.0,RECIBO DE NOMINA,ALTO_B,CLIENTE_BANCO,0,BAJO,1.02,0,213,718,0,0,0,40,FAMILIARES,POSGRADO,1,1,0.0,0,0,0,0,1.0200020204061016,0.0,0.0,0.0,0.7440396559961777,1,3,4,0,2,0,1,0,0,1,0,1,0,0,1.202113864900847,1.3776565268100835,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,1.0325958318508373,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.4285714285714285,0.8500000000000001,0.17142857142857143
117,APROBADA,CLASICA,APROBADO,BUENO,9899.0,1,11087.0,-12.0,38053.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,14500,BAJO,1.12,0,214,723,8377,340,0,59,HIPOTECA,LICENCIATURA,1,1,0.0,0,0,1,1,1.1200121224366097,0.22014033059154337,0.00893490657766799,0.3810474864005466,0.7495490922121357,3,2,3,0,2,2,1,0,1,0,0,1,0,0,1.2183951731326155,1.3921149344937933,0.12569235378334812,0.3413203515172274,-0.004195716416634938,-1.0863226406669884,1.9973210622689554,0.4868449692091554,0.16062919272771364,0.0641477647695853,0.9714285714285714,0.9333333333333335,0.0761904761904762
117,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,0,2475.0,75.0,42382.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,74500,BAJO,0.25,0,215,704,63822,0,0,59,PROPIA,PREPARATORIA,1,1,0.0,0,0,1,1,0.2500252550762703,1.5058751356708036,0.0,1.7578217167665517,0.740151696129957,3,2,2,0,1,3,1,0,1,0,0,0,0,1,1.2346764813643838,1.3371729852956966,1.8847506597618024,4.467816268578075,-0.12090730730064678,-1.0863226406669884,2.280709507846755,4.6240494981767855,-0.11464859499955123,1.1851923180638912,0.9714285714285714,0.20833333333333334,0.9047619047619048
117,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,1,7226.0,27.0,15704.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,3000,MEDIO,0.73,0,227,698,2442,250,0,45,RENTA,POSGRADO,1,1,0.0,0,0,1,1,0.7299727245176281,0.15550178298522668,0.015919510952623537,0.19103413143148243,0.7652711419015767,2,2,4,1,2,1,1,0,1,0,0,0,0,1,1.4300521801456054,1.319822896075245,-0.21146048819585564,-0.1003922153103699,-0.03508996106240277,-1.0863226406669884,0.5342930257205044,0.2788527060719235,0.3758196285509123,-0.09057145639467117,0.5714285714285713,0.6083333333333334,0.4476190476190477
117,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,1,3861.0,61.0,27172.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,53000,BAJO,0.39,0,232,750,18526,0,0,39,PROPIA,PREPARATORIA,1,1,0.0,0,0,1,1,0.39003939791898173,0.6818047990578536,0.0,1.950537317827175,0.8095885093167702,1,2,2,0,2,3,1,0,1,0,0,0,0,1,1.511458721304448,1.4701903359858253,1.2544214334528563,1.096660004547267,-0.12090730730064678,-1.0863226406669884,1.285020374735567,1.9723770729189158,-0.11464859499955123,1.3421118551519848,0.4,0.325,0.7714285714285715
117,APROBADA,CLASICA,APROBADO,BUENO,9899.0,0,6731.0,32.0,31496.0,INVERSIONES,ALTO_B,CLIENTE_BANCO,0,BAJO,0.68,0,237,742,0,0,0,31,HIPOTECA,PREPARATORIA,1,1,0.0,0,0,0,0,0.679967673502374,0.0,0.0,0.0,0.8166387959866221,0,3,2,0,1,2,1,0,1,0,0,1,0,0,1.5928652624632902,1.44705688369189,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,1.5680815063314104,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.17142857142857137,0.5666666666666668,0.49523809523809526
118,APROBADA,CLASICA,APROBADO,BUENO,9899.0,2,8711.0,12.0,25909.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,15000,BAJO,0.88,0,212,711,8580,250,0,34,PROPIA,PREPARATORIA,1,1,0.0,0,0,1,1,0.8799878775633903,0.33115905669844453,0.009649156663707591,0.5789493998224555,0.7372879837553751,0,2,2,0,3,3,1,0,1,0,0,1,0,0,1.1858325566690784,1.35741475605289,0.1403511729998352,0.3564286330784746,-0.03508996106240277,-1.0863226406669884,1.2023408628933956,0.8440781829599288,0.18263470356992184,0.22529027981300917,0.2571428571428571,0.7333333333333334,0.3047619047619048
119,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,0,1881.0,81.0,15931.0,RECIBO DE NOMINA,ALTO_B,CLIENTE_BANCO,38000,BAJO,0.19,0,241,791,15459,0,0,56,HIPOTECA,LICENCIATURA,1,1,0.0,0,0,1,1,0.19001919385796545,0.9703722302429226,0.0,2.3852865482392818,0.8566889632107023,3,3,3,0,1,2,1,0,0,1,0,0,0,1,1.6579904953903641,1.5887492789922446,0.8146568569582427,0.8683984304174875,-0.12090730730064678,-1.0863226406669884,0.5491530805013223,2.9009219629655267,-0.11464859499955123,1.6961083536721664,0.8857142857142856,0.15833333333333335,0.9619047619047619
119,APROBADA,CLASICA,APROBADO,BUENO,9899.0,1,4257.0,57.0,79823.9599999994,INVERSIONES,MEDIO_A,CLIENTE_BANCO,23000,BAJO,0.43,0,249,744,11706,290,0,26,FAMILIARES,PREPARATORIA,1,1,0.0,0,0,1,1,0.43004343873118495,0.14664769826002227,0.0036329944041864396,0.2881340389527176,0.8467271858576206,0,2,2,0,2,0,1,0,1,0,0,1,0,0,1.788240961244512,1.4528402467653738,0.3748922804636291,0.5890812841152175,-0.02135918566428374,-1.0863226406669884,4.731764911816721,0.2503622589904037,-0.002718755138707665,-0.0115074239257284,0.02857142857142858,0.35833333333333334,0.7333333333333334
120,APROBADA,CLASICA,APROBADO,REGULAR,9899.0,0,3762.0,62.0,19570.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,9999,MEDIO,0.38,0,211,686,2865,250,0,46,RENTA,LICENCIATURA,1,1,0.0,0,0,1,1,0.3800383877159309,0.1463975472662238,0.012774655084312723,0.5109351047521717,0.71935618729097,2,2,3,1,1,1,1,0,1,0,0,0,0,1,1.16955124843731,1.2851227176343418,-0.006266336803468945,-0.06891042663841142,-0.03508996106240277,-1.0863226406669884,0.7873721965691469,0.2495573295287602,0.27892897181886867,0.1699093369154771,0.6,0.3166666666666667,0.780952380952381
121,APROBADA,CLASICA,APROBADO,BUENO,9899.0,1,4851.0,51.0,20699.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,21000,BAJO,0.49,0,198,706,16485,0,0,47,PROPIA,POSGRADO,1,1,0.0,0,0,1,1,0.4900494999494899,0.7964152857625972,0.0,1.0145417653026716,0.7005285475394172,2,2,4,0,2,3,1,0,1,0,0,1,0,0,0.9578942414243198,1.3429563483691804,0.31625700359768066,0.9447585135792592,-0.12090730730064678,-1.0863226406669884,0.8612796936948887,2.341167761938818,-0.11464859499955123,0.5799733048202125,0.6285714285714284,0.4083333333333333,0.6761904761904762
